question,sql,db_id,source
how many customers have a company,SELECT COUNT(*) FROM Customer WHERE Company IS NOT NULL,chinook_1,chinook_manual
total revenue from brazil,SELECT SUM(Total) FROM Invoice WHERE BillingCountry = 'Brazil',chinook_1,chinook_manual
total revenue from canada,SELECT SUM(Total) FROM Invoice WHERE BillingCountry = 'Canada',chinook_1,chinook_manual
average invoice total for germany,SELECT AVG(Total) FROM Invoice WHERE BillingCountry = 'Germany',chinook_1,chinook_manual
how many invoices are from brazil,SELECT COUNT(*) FROM Invoice WHERE BillingCountry = 'Brazil',chinook_1,chinook_manual
how many invoices are from canada,SELECT COUNT(*) FROM Invoice WHERE BillingCountry = 'Canada',chinook_1,chinook_manual
how many playlist tracks are there,SELECT COUNT(*) FROM PlaylistTrack,chinook_1,chinook_manual
how many invoice lines are there,SELECT COUNT(*) FROM InvoiceLine,chinook_1,chinook_manual
how many distinct countries do customers come from,SELECT COUNT(DISTINCT Country) FROM Customer,chinook_1,chinook_manual
how many distinct billing countries are there,SELECT COUNT(DISTINCT BillingCountry) FROM Invoice,chinook_1,chinook_manual
count tracks by album id,"SELECT AlbumId, COUNT(*) FROM Track GROUP BY AlbumId",chinook_1,chinook_manual
average track price by album,"SELECT AlbumId, AVG(UnitPrice) FROM Track GROUP BY AlbumId",chinook_1,chinook_manual
count invoice lines by invoice id,"SELECT InvoiceId, COUNT(*) FROM InvoiceLine GROUP BY InvoiceId",chinook_1,chinook_manual
total quantity per invoice,"SELECT InvoiceId, SUM(Quantity) FROM InvoiceLine GROUP BY InvoiceId",chinook_1,chinook_manual
count invoices by billing state,"SELECT BillingState, COUNT(*) FROM Invoice GROUP BY BillingState",chinook_1,chinook_manual
total revenue by billing state,"SELECT BillingState, SUM(Total) FROM Invoice GROUP BY BillingState",chinook_1,chinook_manual
average track duration by genre,"SELECT GenreId, AVG(Milliseconds) FROM Track GROUP BY GenreId",chinook_1,chinook_manual
total bytes per album,"SELECT AlbumId, SUM(Bytes) FROM Track GROUP BY AlbumId",chinook_1,chinook_manual
show top 1 most expensive track,SELECT * FROM Track ORDER BY UnitPrice DESC LIMIT 1,chinook_1,chinook_manual
show bottom 5 cheapest invoices,SELECT * FROM Invoice ORDER BY Total ASC LIMIT 5,chinook_1,chinook_manual
show 20 most recent invoices,SELECT * FROM Invoice ORDER BY InvoiceDate DESC LIMIT 20,chinook_1,chinook_manual
show first 20 artists alphabetically,SELECT * FROM Artist ORDER BY Name ASC LIMIT 20,chinook_1,chinook_manual
show top 5 tracks by file size,SELECT * FROM Track ORDER BY Bytes DESC LIMIT 5,chinook_1,chinook_manual
show 3 most expensive tracks,"SELECT Name, UnitPrice FROM Track ORDER BY UnitPrice DESC LIMIT 3",chinook_1,chinook_manual
show last 5 invoices by date,SELECT * FROM Invoice ORDER BY InvoiceDate DESC LIMIT 5,chinook_1,chinook_manual
show first invoice ever,SELECT * FROM Invoice ORDER BY InvoiceDate ASC LIMIT 1,chinook_1,chinook_manual
show artist name and album count sorted,"SELECT Artist.Name, COUNT(Album.AlbumId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId GROUP BY Artist.ArtistId ORDER BY COUNT(Album.AlbumId) DESC",chinook_1,chinook_manual
show genre name and track count sorted,"SELECT Genre.Name, COUNT(Track.TrackId) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId ORDER BY COUNT(Track.TrackId) DESC",chinook_1,chinook_manual
show album title and artist name sorted by artist,"SELECT Album.Title, Artist.Name FROM Album JOIN Artist ON Album.ArtistId = Artist.ArtistId ORDER BY Artist.Name",chinook_1,chinook_manual
show track name and genre sorted by genre,"SELECT Track.Name, Genre.Name FROM Track JOIN Genre ON Track.GenreId = Genre.GenreId ORDER BY Genre.Name",chinook_1,chinook_manual
show customer name and invoice total sorted by total,"SELECT Customer.FirstName, Invoice.Total FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId ORDER BY Invoice.Total DESC",chinook_1,chinook_manual
show top 5 customers by invoice count,"SELECT Customer.FirstName, COUNT(Invoice.InvoiceId) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.CustomerId ORDER BY COUNT(Invoice.InvoiceId) DESC LIMIT 5",chinook_1,chinook_manual
show top 5 most purchased tracks,"SELECT Track.Name, SUM(InvoiceLine.Quantity) FROM Track JOIN InvoiceLine ON Track.TrackId = InvoiceLine.TrackId GROUP BY Track.TrackId ORDER BY SUM(InvoiceLine.Quantity) DESC LIMIT 5",chinook_1,chinook_manual
show track name and total times purchased,"SELECT Track.Name, SUM(InvoiceLine.Quantity) FROM Track JOIN InvoiceLine ON Track.TrackId = InvoiceLine.TrackId GROUP BY Track.TrackId ORDER BY SUM(InvoiceLine.Quantity) DESC",chinook_1,chinook_manual
show genre name and total revenue,"SELECT Genre.Name, SUM(InvoiceLine.UnitPrice * InvoiceLine.Quantity) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId JOIN InvoiceLine ON Track.TrackId = InvoiceLine.TrackId GROUP BY Genre.GenreId ORDER BY SUM(InvoiceLine.UnitPrice * InvoiceLine.Quantity) DESC",chinook_1,chinook_manual
top 5 artists by revenue,"SELECT Artist.Name, SUM(InvoiceLine.UnitPrice * InvoiceLine.Quantity) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId JOIN InvoiceLine ON Track.TrackId = InvoiceLine.TrackId GROUP BY Artist.ArtistId ORDER BY SUM(InvoiceLine.UnitPrice * InvoiceLine.Quantity) DESC LIMIT 5",chinook_1,chinook_manual
top 5 genres by revenue,"SELECT Genre.Name, SUM(InvoiceLine.UnitPrice * InvoiceLine.Quantity) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId JOIN InvoiceLine ON Track.TrackId = InvoiceLine.TrackId GROUP BY Genre.GenreId ORDER BY SUM(InvoiceLine.UnitPrice * InvoiceLine.Quantity) DESC LIMIT 5",chinook_1,chinook_manual
show tracks with mpeg audio media type,SELECT Track.Name FROM Track JOIN MediaType ON Track.MediaTypeId = MediaType.MediaTypeId WHERE MediaType.Name LIKE '%MPEG%',chinook_1,chinook_manual
count tracks per media type name,"SELECT MediaType.Name, COUNT(Track.TrackId) FROM MediaType JOIN Track ON MediaType.MediaTypeId = Track.MediaTypeId GROUP BY MediaType.MediaTypeId",chinook_1,chinook_manual
show tracks in the music playlist,SELECT Track.Name FROM Track JOIN PlaylistTrack ON Track.TrackId = PlaylistTrack.TrackId JOIN Playlist ON PlaylistTrack.PlaylistId = Playlist.PlaylistId WHERE Playlist.Name = 'Music',chinook_1,chinook_manual
count tracks in each playlist,"SELECT Playlist.Name, COUNT(PlaylistTrack.TrackId) FROM Playlist JOIN PlaylistTrack ON Playlist.PlaylistId = PlaylistTrack.PlaylistId GROUP BY Playlist.PlaylistId ORDER BY COUNT(PlaylistTrack.TrackId) DESC",chinook_1,chinook_manual
show playlist with most tracks,"SELECT Playlist.Name, COUNT(PlaylistTrack.TrackId) FROM Playlist JOIN PlaylistTrack ON Playlist.PlaylistId = PlaylistTrack.PlaylistId GROUP BY Playlist.PlaylistId ORDER BY COUNT(PlaylistTrack.TrackId) DESC LIMIT 1",chinook_1,chinook_manual
show support rep for customer from usa,"SELECT Customer.FirstName, Employee.FirstName FROM Customer JOIN Employee ON Customer.SupportRepId = Employee.EmployeeId WHERE Customer.Country = 'USA'",chinook_1,chinook_manual
show employee and their customer countries,"SELECT Employee.FirstName, Customer.Country FROM Employee JOIN Customer ON Employee.EmployeeId = Customer.SupportRepId ORDER BY Employee.FirstName",chinook_1,chinook_manual
find the employee who handles the most customers,"SELECT Employee.FirstName, Employee.LastName, COUNT(Customer.CustomerId) FROM Employee JOIN Customer ON Employee.EmployeeId = Customer.SupportRepId GROUP BY Employee.EmployeeId ORDER BY COUNT(Customer.CustomerId) DESC LIMIT 1",chinook_1,chinook_manual
show artist total track duration,"SELECT Artist.Name, SUM(Track.Milliseconds) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Artist.ArtistId ORDER BY SUM(Track.Milliseconds) DESC",chinook_1,chinook_manual
show average track price per genre name,"SELECT Genre.Name, AVG(Track.UnitPrice) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId",chinook_1,chinook_manual
show total track duration per genre name,"SELECT Genre.Name, SUM(Track.Milliseconds) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId GROUP BY Genre.GenreId ORDER BY SUM(Track.Milliseconds) DESC",chinook_1,chinook_manual
show artist name album title and track count,"SELECT Artist.Name, Album.Title, COUNT(Track.TrackId) FROM Artist JOIN Album ON Artist.ArtistId = Album.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId",chinook_1,chinook_manual
show top 5 albums with artist and track count,"SELECT Album.Title, Artist.Name, COUNT(Track.TrackId) FROM Album JOIN Artist ON Album.ArtistId = Artist.ArtistId JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId ORDER BY COUNT(Track.TrackId) DESC LIMIT 5",chinook_1,chinook_manual
show rock tracks with album and artist names,"SELECT Track.Name, Album.Title, Artist.Name FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Artist ON Album.ArtistId = Artist.ArtistId JOIN Genre ON Track.GenreId = Genre.GenreId WHERE Genre.Name = 'Rock'",chinook_1,chinook_manual
show jazz tracks with album name,"SELECT Track.Name, Album.Title FROM Track JOIN Album ON Track.AlbumId = Album.AlbumId JOIN Genre ON Track.GenreId = Genre.GenreId WHERE Genre.Name = 'Jazz'",chinook_1,chinook_manual
show customers from usa total spending,"SELECT Customer.FirstName, Customer.LastName, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId WHERE Customer.Country = 'USA' GROUP BY Customer.CustomerId ORDER BY SUM(Invoice.Total) DESC",chinook_1,chinook_manual
top 5 customers from usa by spending,"SELECT Customer.FirstName, Customer.LastName, SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId WHERE Customer.Country = 'USA' GROUP BY Customer.CustomerId ORDER BY SUM(Invoice.Total) DESC LIMIT 5",chinook_1,chinook_manual
show invoice count and total per customer country,"SELECT Customer.Country, COUNT(Invoice.InvoiceId), SUM(Invoice.Total) FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId GROUP BY Customer.Country ORDER BY SUM(Invoice.Total) DESC",chinook_1,chinook_manual
